Web Page Name,Web Display Name,Excel Template Name,Description,Date Added,Version,Data Type,Display Format,Interface Calculation,API Object,API Field Name,Enumeration ID,Model,API Object_API Field Name,Property Type,,,,,
Site,Land Unit Type,Land Unit Type,"Land Unit Type (Apt., Building Lot, etc.)",1/25/2014,,text,DDL,,Sites,landunittype,LandUnitTypeId,int LandUnitTypeId { get; set; },Sites_landunittype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Land Unit Approved Or Zoned,Land Unit Approved Or Zoned,Note if Land Units Approved or Zoned,1/25/2014,,varchar,General,,Sites,landunitapprovedorzoned,,public string LandUnitApprovedOrZoned { get; set; },Sites_landunitapprovedorzoned,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Road Frontage,Road Frontage,Road Frontage,1/25/2014,,varchar,General,,Sites,roadfrontage,,public string RoadFrontage { get; set; },Sites_roadfrontage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Primary Frontage Feet,Primary Frontage Feet,The frontage of the Primary Street of a property in Feet.,8/28/2020,1.20.2,float,"#,###.##",,Sites,primaryfrontagelf,,public double? PrimaryFrontageLF { get; set; },Sites_primaryfrontagelf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Primary Frontage Street,Primary Frontage Street,The street name of the property where the primary frontage exists.,8/28/2020,1.20.2,text,,,Sites,primaryfrontagest,,public string PrimaryFrontageSt { get; set; },Sites_primaryfrontagest,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Secondary Frontage Feet,Secondary Frontage Feet,The frontage of the Secondary Street of a property in Feet.,8/28/2020,1.20.2,float,"#,###.##",,Sites,secondaryfrontagelf,,public double? SecondaryFrontageLF { get; set; },Sites_secondaryfrontagelf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Secondary Frontage Street,Secondary Frontage Street,The street name of the property where the secondary frontage exists.,8/28/2020,1.20.2,text,,,Sites,secondaryfrontagest,,public string SecondaryFrontageSt { get; set; },Sites_secondaryfrontagest,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Tertiary Frontage Feet,Tertiary Frontage Feet,The frontage of the Tertiary Street of a property in Feet.,1/27/2022,1.26.1,float,"#,###.##",,Sites,tertiaryfrontagelf,,public double? TertiaryFrontageLF { get; set; },Sites_tertiaryfrontagelf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Tertiary Frontage Street,Tertiary Frontage Street,The street name of the property where the tertiary frontage exists.,1/27/2022,1.26.1,string,,,Sites,tertiaryfrontagest,,public string TertiaryFrontageSt { get; set; },Sites_tertiaryfrontagest,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Dimensions,Dimensions,The dimensions of a property or a site.,8/28/2020,1.20.2,text,,,Sites,dimensions,,public string Dimensions { get; set; },Sites_dimensions,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Water Frontage,Water Frontage,Water Frontage,1/25/2014,,int,"#,##0",,Sites,waterfrontage,,public int? WaterFrontage { get; set; },Sites_waterfrontage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Effective Water Frontage,Effective Water Frontage,Effective Water Frontage,1/25/2014,,int,"#,##0",,Sites,effectivewaterfrontage,,public double? EffectiveWaterFrontage { get; set; },Sites_effectivewaterfrontage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Depth,Depth,Depth,1/25/2014,,varchar,"#,##0.00",,Sites,depth,,public string Depth { get; set; },Sites_depth,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Access,Access,Access,6/5/2018,,text,DDL,,Sites,access,AccessId,int AccessId { get; set; },Sites_access,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,View,View,View,1/25/2014,,text,DDL,,Sites,views,ViewsId,,Sites_views,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Visibility,Visibility,The exposure attributed to a site.,8/28/2020,1.20.2,text,DDL,,Sites,visibility,VisibilityId,,Sites_visibility,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Shape,Shape,Site Shape,1/25/2014,,text,DDL,,Sites,shape,ShapeId,,Sites_shape,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Topography,Topography,Topography,1/25/2014,,text,DDL,,Sites,topography,TopographyId,,Sites_topography,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Corner,Corner,Signalization of a property.,8/28/2020,1.20.2,text,DDL,,Sites,corner,CornerId,,Sites_corner,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Utilities,Utilities,Site Utilities,1/25/2014,,text,DDL,,Sites,utilities,UtilitiesId,,Sites_utilities,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,All Utilities to Site,All Utilities to Site,Are all utilities at site?,7/23/2019,,bit,,,Sites,allutilities,,public bool AllUtilities { get; set; },Sites_allutilities,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Flood Zone,Flood Zone,Flood Zone,1/25/2014,,text,General,,Sites,floodzone,,public string FloodZone { get; set; },Sites_floodzone,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Flood Map Panel,Flood Map Panel,The Flood Map Panel ID for the Parcel,7/23/2019,,varchar,,,Sites,floodmappanel,,public string FloodMapPanel { get; set; },Sites_floodmappanel,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,FEMA Map Date,FEMA Map Date,Date of FEMA Map.,8/28/2020,1.20.2,Date,MM/dd/yyyy,,Sites,femamapdate,,public DateTime? FEMAMapDate { get; set; },Sites_femamapdate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Within 100-Year Flood Plain,Within 100 Year Flood Plain,Is the parcel within a 100-year flood plain?,7/23/2019,,varchar,,,Sites,withinfloodplainname,withinfloodplainid,public string WithinFloodPlainName { get; set; } = LK_SiteFloodPlainVicinity.Unknown.ToString();,Sites_withinfloodplainname,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Area in Flood Zone,Area in Flood Zone,The square foot area with which a flood zone intersects the property's site area.,5/31/2022,1.27.2,float,"#,###.##",,Sites,areainfloodzone,,public double? AreaInFloodZone { get; set; },Sites_areainfloodzone,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Earthquake Hazard Risk,Earthquake Hazard Risk,"The potential risk of damage from earthquake to a building, system, or other entity. ",9/13/2021,1.25.0,string,DDL,,Sites,earthquakehazardrisk,EarthquakeHazardRiskId,public string EarthquakeHazardRisk { get; set; } = LK_EarthquakeHazardRisk.None.ToString();,Sites_earthquakehazardrisk,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Earthquake Zone Comments,Earthquake Zone Comments,Comments regarding the property's Earthquake Zone.,9/13/2021,1.25.0,string,TA,,Sites,earthquakezonecomments,,public string EarthquakeZoneComments { get; set; },Sites_earthquakezonecomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Encumbrance Or Easement,Encumbrance Or Easement,Encumbrance Or Easement,1/25/2014,,text,General,,Sites,encumbranceoreasement,,public string EncumbranceOrEasement { get; set; },Sites_encumbranceoreasement,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Environmental Issues,Environmental Issues,Environmental Issues,1/25/2014,,text,General,,Sites,environmentalissues,,public string EnvironmentalIssues { get; set; },Sites_environmentalissues,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Drainage,Drainage,The adequacy of drainage attributed to a site.,8/28/2020,1.20.2,text,DDL,,Sites,drainage,DrainageId,,Sites_drainage,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Rail Service,Rail Service,Rail Service,10/24/2019,,string,DDL,,Sites,railservice,RailServiceId,public string RailService { get; set; } = LK_RailService.Unknown.ToString();,Sites_railservice,Industrial,,,,,
Site,Demographics Survey Date,Demographics Survey Date,Demographics Survey Date,10/24/2019,,datetime,MM/dd/yyyy,,Sites,demographicssurveydate,,public DateTime? DemographicsSurveyDate { get; set; },Sites_demographicssurveydate,"Retail, Multi-Family (MF)",,,,,
Site,Median Home Value,Median Home Value,Median Home Value,10/24/2019,,float,"$#,##0",,Sites,medianhomevalue,,public double? MedianHomeValue { get; set; },Sites_medianhomevalue,"Retail, Multi-Family (MF)",,,,,
Site,Median Household Income,Median Household Income,Median Household Income,10/24/2019,,float,"$#,##0",,Sites,medianhouseholdincome,,public double? MedianHouseholdIncome { get; set; },Sites_medianhouseholdincome,"Retail, Multi-Family (MF)",,,,,
Site,Traffic Survey Date,Traffic Survey Date,Traffic Survey Date,10/24/2019,,datetime,MM/dd/yyyy,,Sites,trafficsurveydate,,public DateTime? TrafficSurveyDate { get; set; },Sites_trafficsurveydate,Retail,,,,,
Site,Traffic Count,Traffic Count,Traffic Count for Site,10/24/2019,,int,"#,##0",,Sites,trafficcount,,public int? TrafficCount { get; set; },Sites_trafficcount,Retail,,,,,
Site,Secondary Traffic Count,Secondary Traffic Count,Traffic Count for the secondary frontage of the Site.,1/27/2022,1.26.1,int,"#,###",,Sites,secondarytrafficcount,,public int? SecondaryTrafficCount { get; set; },Sites_secondarytrafficcount,Retail,,,,,
Site,Tertiary Traffic Count,Tertiary Traffic Count,Traffic Count for the tertiary frontage of the Site.,1/27/2022,1.26.1,int,"#,###",,Sites,tertiarytrafficcount,,public int? TertiaryTrafficCount { get; set; },Sites_tertiarytrafficcount,Retail,,,,,
Site,Soil Type,Soil Type,The Soil Type attributed to a Parcel or site.,8/28/2020,1.20.2,text,,,Sites,soiltype,,public string SoilType { get; set; },Sites_soiltype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Productivity Index,Productivity Index,Measured as the ratio of agricultural outputs to agricultural inputs.,8/28/2020,1.20.2,float,"#,###.##",,Sites,productivityindex,,public double? ProductivityIndex { get; set; },Sites_productivityindex,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Tillable Acres,Tillable Acres,The number of acres that are attributed as tillable on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,tillableacres,,public double? TillableAcres { get; set; },Sites_tillableacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Percent Tillable,Percent Tillable,The percent of tillable acres on a site.,8/28/2020,1.20.2,float,#.##%,Auto-Calculated,Sites,percenttillable,,public double? PercentTillable { get; set; },Sites_percenttillable,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Wetlands Type,Wetlands Type,The type of Wetlands the site exhibits. Ex: Freshwater Forested/Shrub Wetland.,8/28/2020,1.20.2,text,,,Sites,wetlandstype,,public string WetlandsType { get; set; },Sites_wetlandstype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Wetland Acres,Wetland Acres,The number of acres that are attributed as Wetlands on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,wetlandacres,,public double? WetlandAcres { get; set; },Sites_wetlandacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Percent Wetlands,Percent Wetlands,The percent of wetlands on a site.,8/28/2020,1.20.2,float,#.##%,Auto-Calculated,Sites,percentwetlands,,public double? PercentWetlands { get; set; },Sites_percentwetlands,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Woodland Acres,Woodland Acres,The number of acres that are attributed as Woodlands on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,woodlandacres,,public double? WoodlandAcres { get; set; },Sites_woodlandacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Other Acres,Other Acres,The number of acres that are attributed as Other on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,otheracres,,public double? OtherAcres { get; set; },Sites_otheracres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Waste Acres,Waste Acres,The number of acres that are attributed as Waste on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,wasteacres,,public double? WasteAcres { get; set; },Sites_wasteacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Home Site Acres,Home Site Acres,The number of acres that are attributed as Home Site on a Site.,8/28/2020,1.20.2,float,"#,###.#####",,Sites,homesiteacres,,public double? HomeSiteAcres { get; set; },Sites_homesiteacres,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Site,Comments,Site Comments,Site Comments,1/25/2014,,string,TA,,Sites,sitecomments,,public string SiteComments { get; set; },Sites_sitecomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Building Description,Building Description,A Description of the building or space type,7/9/2021,1.24.0,string,text,,Improvement,BuildingDescription,,,Improvement_BuildingDescription,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Buildings,No. of Buildings,No. of Buildings,1/25/2014,,int,"#,###",,Improvement,noofbuildings,,,Improvement_noofbuildings,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Construction Class,Construction Class,Marshall Valuation Services construction classes.,7/26/2019,,string,DDL,,Improvement,constructionclass,constructionclassid,,Improvement_constructionclass,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Building Class,Building Class,Building Class,1/25/2014,,varchar,DDL,,Improvement,buildingclass,buildingclassid,,Improvement_buildingclass,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Perimeter SF,Perimeter SF,Square Feet of Perimeter,7/26/2019,,float,"#,##0.0",,Improvement,perimeter,,,Improvement_perimeter,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Source For SF Area,Source For SF Area,Source For Square Foot Area,1/25/2014,,varchar,DDL,,Improvement,sourceforsfarea,sourceforsfareaid,,Improvement_sourceforsfarea,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Multifamily Units,No Of Multifamily Units,No. of Multifamily Units,1/25/2014,,int,"#,###",Auto-Calculated,Improvement,noofmultifamilyunits,,,Improvement_noofmultifamilyunits,Multi-Family (MF),,,,,
Improvements,Multifamily GBA,Multifamily GBA,Multifamily GBA,1/25/2014,,float,"#,##0",,Improvement,gbamultifamily,,,Improvement_gbamultifamily,Multi-Family (MF),,,,,
Improvements,Multifamily RA,Multifamily RA,Multifamily RA,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement,ramultifamily,,,Improvement_ramultifamily,Multi-Family (MF),,,,,
Improvements,No Of Multifamily Rooms,No Of Multifamily Rooms,Total No. of Multifamily Rooms for Property,1/25/2014,,float,"#,###",Auto-Calculated,Improvement,noofmultifamilyrooms,,,Improvement_noofmultifamilyrooms,Multi-Family (MF),,,,,
Improvements,No Of Multifamily Bedrooms,No Of Multifamily Bedrooms,Total No. of Multifamily Bedrooms for Property,1/25/2014,,float,"#,###.#",Auto-Calculated,Improvement,noofmultifamilybedrooms,,,Improvement_noofmultifamilybedrooms,Multi-Family (MF),,,,,
Improvements,No. Of MultiFamily Bathrooms,No. Of MultiFamily Bathrooms,No. Of MultiFamily Bathrooms,2/15/2019,,float,#0.0,Auto-Calculated,Improvement,noofmfbathrooms,,,Improvement_noofmfbathrooms,Multi-Family (MF),,,,,
Improvements,Multifamily Amenities,Multifamily Amenities,Multifamily Amenities,1/25/2014,,varchar,@,,Improvement,multifamilyamenities,,,Improvement_multifamilyamenities,Multi-Family (MF),,,,,
Improvements,Office Units,No Of Office Units,No. of Office Units,1/25/2014,,int,"#,###",,Improvement,noofofficeunits,,,Improvement_noofofficeunits,Office,,,,,
Improvements,Office GBA,Office GBA,Office GBA,1/25/2014,,float,"#,##0",,Improvement,gbaoffice,,,Improvement_gbaoffice,Office,,,,,
Improvements,Office RA,Office RA,Office RA,1/25/2014,,float,"#,##0",,Improvement,raoffice,,,Improvement_raoffice,Office,,,,,
Improvements,Usable Area,Usable Area,"The actual occupied area of a floor or an office space; computed by measuring from the finished surface of the office side of corridor and other permanent walls, to the center of partitions that separate the office from adjoining usable areas, and to the inside finished surface of the dominant portion of the permanent outer building walls.",6/20/2019,,float,"#,##0",,Improvement,usablearea,,,Improvement_usablearea,Office,,,,,
Improvements,Load Factor,Load Factor,"Compares the amount of space a tenant has to pay for in a commercial lease, versus the amount of space they can actually use.",6/20/2019,,float,0.##%,Calculate via Button,Improvement,loadfactor,,,Improvement_loadfactor,Office,,,,,
Improvements,Percent Office,Percent Office,Percent Office,1/25/2014,,float,,Calculate via Button,Improvement,percentoffice,,,Improvement_percentoffice,"Retail, Industrial, Office",,,,,
Improvements,Percent Office RA,Percent Office RA,Office Rentable Area/Total Rentable Area,8/28/2019,,float,#.##%,Calculate via Button,Improvement,percentofficera,,,Improvement_percentofficera,Office,,,,,
Improvements,Retail Units,No Of Retail Units,No. of Retail Units,1/25/2014,,int,"#,###",,Improvement,noofretailunits,,,Improvement_noofretailunits,Retail,,,,,
Improvements,Retail GBA,Retail GBA,Retail GBA,1/25/2014,,float,"#,##0",,Improvement,gbaretail,,,Improvement_gbaretail,Retail,,,,,
Improvements,Retail GLA,GLA,GLA,1/25/2014,,float,"#,##0",,Improvement,raretailgla,,,Improvement_raretailgla,Retail,,,,,
Improvements,Percent Retail,Percent Retail,Percent Retail,1/25/2014,,float,,,Improvement,percentretail,,,Improvement_percentretail,Retail,,,,,
Improvements,Industrial Units,No Of Industrial Units,No. of Industrial Units,1/25/2014,,int,"#,###",,Improvement,noofindustrialunits,,,Improvement_noofindustrialunits,Industrial,,,,,
Improvements,Industrial GBA,Industrial GBA,Industrial GBA,1/25/2014,,float,"#,##0",,Improvement,gbaindustrial,,,Improvement_gbaindustrial,Industrial,,,,,
Improvements,Industrial RA,Industrial RA,Industrial RA,1/25/2014,,float,"#,##0",,Improvement,raindustrial,,,Improvement_raindustrial,Industrial,,,,,
Improvements,Other Units,No Of Other Units,No. of Other Units,1/25/2014,,int,"#,###",,Improvement,noofotherunits,,,Improvement_noofotherunits,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Other GBA,Other GBA,Other GBA,1/25/2014,,float,"#,##0",,Improvement,gbaother,,,Improvement_gbaother,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Other RA,Other RA,Other RA (Rentable Area),1/25/2014,,float,"#,##0",,Improvement,raother,,,Improvement_raother,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Units,No. of Units,Total No. of Units of for Property (All Types),1/25/2014,,int,"#,###",Auto-Calculated,Improvement,noofunits,,,Improvement_noofunits,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,GBA,GBA,Gross Building Area,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement,gbatotal,,,Improvement_gbatotal,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Rentable Area,Rentable Area,Total Rentable Area,1/25/2014,,float,"#,##0",Auto-Calculated,Improvement,ratotal,,,Improvement_ratotal,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Land To Building Ratio,Land To Building Ratio,Land To Building Ratio: Land SF/GBA,1/25/2014,,float,0.##,Auto-Calculated,Improvement,landtobuildingratio,,,Improvement_landtobuildingratio,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,FAR,FAR,Floor Area Ratio: GBA/Land SF,1/25/2014,,float,0.##,Auto-Calculated,Parcel,far,,public double? FAR { get; set; },Parcel_far,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Surface Parking Spaces,Surface Parking Spaces,The number of parking spaces that are Surface Parking Spaces.,1/27/2022,1.26.1,int,"#,###",,Improvement,surfaceparkingspaces,,,Improvement_surfaceparkingspaces,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Covered Parking Spaces,Covered Parking Spaces,The number of parking spaces that are Covered Parking Spaces.,1/27/2022,1.26.1,int,"#,###",,Improvement,coveredparkingspaces,,,Improvement_coveredparkingspaces,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Garage Parking Spaces,Garage Parking Spaces,The number of parking spaces that are Garage Parking Spaces.,1/27/2022,1.26.1,int,"#,###",,Improvement,garageparkingspaces,,,Improvement_garageparkingspaces,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Spaces,Parking Spaces,Number of Parking Spaces,1/25/2014,,int,"#,###",Calculate via Button,Improvement,parking,,,Improvement_parking,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Ratio Unit,Parking Ratio Unit,Parking Ratio Unit,1/25/2014,,float,,Auto-Calculated,Improvement,parkingratiounit,,,Improvement_parkingratiounit,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Ratio GBA,Parking Ratio GBA,Parking Ratio GBA,1/25/2014,,float,,Auto-Calculated,Improvement,parkingratiogba,,,Improvement_parkingratiogba,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Ratio RA,Parking Ratio RA,Parking Ratio RA,1/26/2014,,float,,Auto-Calculated,Improvement,parkingratiora,,,Improvement_parkingratiora,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Stories,No. of Stories,No. of Stories,1/25/2014,,int,"#,###",,Improvement,noofstories,,,Improvement_noofstories,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Rooms,No. of Rooms,Total No. of Rooms for Property,1/25/2014,,float,"#,###",,Improvement,noofrooms,,,Improvement_noofrooms,Multi-Family (MF),,,,,
Improvements,No. of Seats,No. of Seats,No. of Seats,1/25/2014,,int,"#,###",,Improvement,noofseats,,,Improvement_noofseats,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,No. of Beds,No. of Beds,Total No. of Beds for Property,1/25/2014,,int,"#,###",,Improvement,noofbeds,,,Improvement_noofbeds,Multi-Family (MF),,,,,
Improvements,No. of Bedrooms,No. of Bedrooms,Total No. of Bedrooms for Property,1/25/2014,,float,"#,###.#",,Improvement,noofbedrooms,,,Improvement_noofbedrooms,Multi-Family (MF),,,,,
Improvements,No. of Bathrooms,No. of Bathrooms,Total No. of Bathrooms for Property,1/25/2014,,float,"#,###.#",,Improvement,noofbathrooms,,,Improvement_noofbathrooms,Multi-Family (MF),,,,,
Improvements,No. of Half Baths,No. of Half Baths,The number of Half baths.,3/26/2021,1.23.0,int,"#,###",,Improvement,noofhalfbaths,,,Improvement_noofhalfbaths,Multi-Family (MF),,,,,
Improvements,No. of Spaces,No. of Spaces,No. of Spaces,8/28/2019,,int,"#,##0",,Improvement,noofspaces,,,Improvement_noofspaces,Manufactured Housing,,,,,
Improvements,No. of Bays,No. of Bays,"Any of various compartments or sections used for a special purpose (as in an airplane, spacecraft, or gas station)",3/26/2021,1.23.0,int,"#,###",,Improvement,noofbays,,,Improvement_noofbays,Industrial,,,,,
Improvements,No. of Golf Holes,No. of Golf Holes,Number of holes on a golf course,3/26/2021,1.23.0,int,"#,###",,Improvement,noofgolfholes,,,Improvement_noofgolfholes,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,ADR (Average Daily Rate),ADR,Lodging & Hospitality - Average Daily Rate,11/1/2018,,float,"$#,##0.00",,Improvement,adr,,,Improvement_adr,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Lodging Occupancy,Lodging Occupancy,Lodging & Hospitality - Occupancy %,11/1/2018,,float,,,Improvement,lhoccupancy,,,Improvement_lhoccupancy,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,RevPAR (Revenue/Avail Room.),RevPAR,Lodging & Hospitality - Revenue per Available Room,11/1/2018,,float,"$#,##0.00",Calculate via Button,Improvement,revpar,,,Improvement_revpar,Multi-Family (MF),,,,,
Improvements,Product Segment,Product Segment,Hotel Segment Type,8/28/2019,,varchar,,,Improvement,productsegment,productsegmentid,,Improvement_productsegment,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Hotel Flag,Hotel Flag,Industry term for Hotel Brands,3/31/2020,,varchar,,,Improvement,hotelflag,hotelflagid,,Improvement_hotelflag,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Design Appeal,Design Appeal,Design Appeal,1/25/2014,,varchar,General,,Improvement,designappeal,,,Improvement_designappeal,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Condition,Condition,Condition,1/25/2014,,varchar,DDL,,Improvement,condition,conditionid,,Improvement_condition,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Construction,Construction,Construction,1/25/2014,,varchar,DDL,,Improvement,construction,,,Improvement_construction,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Quality,Quality,Quality of Construction,1/25/2014,,varchar,DDL,,Improvement,quality,qualityid,,Improvement_quality,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Landscaping,Landscaping,Landscaping Description,1/25/2014,,varchar,General,,Improvement,landscaping,,,Improvement_landscaping,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Type,Parking Type,"The type of parking for a building: Garage, Surface, Car port, etc.",3/26/2021,1.23.0,string,DDL,,Improvement,parkingtype,parkingtypeid,,Improvement_parkingtype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Adequacy,Parking Adequacy,Parking Adequacy,1/25/2014,,varchar,DDL,,Improvement,parkingadequacy,parkingadequacyid,,Improvement_parkingadequacy,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Condition,Parking Condition,The condition of the parking area.,1/27/2022,1.26.1,string,DDL,,Improvement,parkingcondition,parkingconditionid,,Improvement_parkingcondition,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Parking Comments,Parking Comments,Comments regarding Parking,1/27/2022,1.26.1,varchar,,,Improvement,parkingcomments,,,Improvement_parkingcomments,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Deferred Maintenance,Deferred Maintenance,Deferred Maintance,1/25/2014,,varchar,,,Improvement,deferredmaintance,,,Improvement_deferredmaintance,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,FF&E,FFandE,Furniture Fixtures and Equipement,1/25/2014,,varchar,,,Improvement,ffande,,,Improvement_ffande,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Year Built,Year Built,Year Built,1/25/2014,,varchar,General,,Improvement,yearbuilt,,,Improvement_yearbuilt,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Improvements,Year Built Numeric,Year Built Numeric,Year Built (Numeric),1/25/2014,,int,,,Improvement,yearbuiltnumeric,,,Improvement_yearbuiltnumeric,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
