Web Page Name,Web Display Name,Excel Template Name,Description,Date Added,Version,Data Type,Display Format,Interface Calculation,API Object,API Field Name,Enumeration ID,Model,API Object_API Field Name,Property Type,,,,,
MF Lease,Rent/Mo.,Type * Rent/Mo.,Rent Per Month,1/25/2014,,float,"$#,###.##",,Unit Lease,rentpermo,,Read/Write,Unit Lease_rentpermo,Multi-Family (MF),,,,,
MF Lease,Rent/SF,Type * Rent/SF,Annual Rent Per SF,1/25/2014,,float,"$#,###.##",Auto-Calculated,Unit Lease,annualrentpersf,,Read/Write,Unit Lease_annualrentpersf,Multi-Family (MF),,,,,
MF Lease,Rent Per SF Per Month,Type * Rent/SF/Mo.,Rent Per SF Per Month,1/25/2014,,float,"$#,###.##",Auto-Calculated,Unit Lease,rentpersfpermo,,Read/Write,Unit Lease_rentpersfpermo,Multi-Family (MF),,,,,
MF Lease,Market Rent/Mo.,Type * Market Rent/Mo.,Multi-Family Market Rent Per Month,6/20/2019,,float,"$#,###.##",,Unit Lease,marketrentmo,,Read/Write,Unit Lease_marketrentmo,Multi-Family (MF),,,,,
MF Lease,Market Rent/SF,Type * Market Rent/SF,Multi-Family Market Rent Per SF,6/20/2019,,float,"$#,###.##",Auto-Calculated,Unit Lease,marketrentsf,,Read/Write,Unit Lease_marketrentsf,Multi-Family (MF),,,,,
MF Lease,Daily Rate/Unit,Type * Daily Rate per Unit,Field that can be used to capture 24 hour rates,6/20/2019,,float,"$#,###.##",,Unit Lease,dailyrateperunit,,Read/Write,Unit Lease_dailyrateperunit,Multi-Family (MF),,,,,
MF Lease,Size (M2),Type * M2,square meter area of unit type,6/20/2019,,float,"#,###.##",,Unit Lease,sizem2,,Read/Write,Unit Lease_sizem2,Multi-Family (MF),,,,,
MF Lease,Rent/M2,Type * Rent/M2,Annual Rent Per Square Meters,6/20/2019,,float,"$#,###.##",Auto-Calculated,Unit Lease,rentperm2,,Read/Write,Unit Lease_rentperm2,Multi-Family (MF),,,,,
MF Lease,Last Rent Increase,Type * Last Rent Increase,Last Date of Rent Increase,9/26/2023,1.32.2,Date,MM/DD/YYYY,,Unit Lease,lastrentincrease,,Read/Write,Unit Lease_lastrentincrease,Multi-Family (MF),,,,,
MF Lease,Rent Increase Percent,Type * Rent Increase Percent,% of Rent Increase,9/26/2023,1.32.2,float,#.##%,,Unit Lease,rentincreasepercent,,Read/Write,Unit Lease_rentincreasepercent,Multi-Family (MF),,,,,
MF Lease,Lease Start,Type * Lease Start,Lease Start Date,9/26/2023,1.32.2,Date,MM/DD/YYYY,,Unit Lease,leasestart,,Read/Write,Unit Lease_leasestart,Multi-Family (MF),,,,,
MF Lease,Lease Expiration,Type * Lease Expiration,Lease Expire Date,9/26/2023,1.32.2,Date,MM/DD/YYYY,,Unit Lease,leaseexpiration,,Read/Write,Unit Lease_leaseexpiration,Multi-Family (MF),,,,,
MF Lease,Community Fee Min,Type * Community Fee Min,Community Fee Min,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,communityfeemin,,Read/Write,Unit Lease_communityfeemin,Multi-Family (MF),,,,,
MF Lease,Community Fee Max,Type * Community Fee Max,Community Fee Max,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,communityfeemax,,Read/Write,Unit Lease_communityfeemax,Multi-Family (MF),,,,,
MF Lease,SF Size Min,Type * SF Size Min,Unit Size Min,9/26/2023,1.32.2,float,"#,###",,Unit Lease,sfsizemin,,Read/Write,Unit Lease_sfsizemin,Multi-Family (MF),,,,,
MF Lease,SF Size Max,Type * SF Size Max,Unit Size Max,9/26/2023,1.32.2,float,"#,###",,Unit Lease,sfsizemax,,Read/Write,Unit Lease_sfsizemax,Multi-Family (MF),,,,,
MF Lease,Daily Rate Per Unit Min,Type * Daily Rate Per Unit Min,Daily Rate Per Unit Min,9/26/2023,1.32.2,float,"$#,###.##",,Unit Lease,dailyrateperunitmin,,Read/Write,Unit Lease_dailyrateperunitmin,Multi-Family (MF),,,,,
MF Lease,Daily Rate Per Unit Max,Type * Daily Rate Per Unit Max,Daily Rate Per Unit Max,9/26/2023,1.32.2,float,"$#,###.##",,Unit Lease,dailyrateperunitmax,,Read/Write,Unit Lease_dailyrateperunitmax,Multi-Family (MF),,,,,
MF Lease,Entry Fee Min,Type * Entry Fee Min,Entry Fee Min,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,entryfeemin,,Read/Write,Unit Lease_entryfeemin,Multi-Family (MF),,,,,
MF Lease,Entry Fee Max,Type * Entry Fee Max,Entry Fee Max,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,entryfeemax,,Read/Write,Unit Lease_entryfeemax,Multi-Family (MF),,,,,
MF Lease,Contract Rent Min,Type * Contract Rent Min,Contract Rent Min,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,contractrentmin,,Read/Write,Unit Lease_contractrentmin,Multi-Family (MF),,,,,
MF Lease,Contract Rent Max,Type * Contract Rent Max,Contract Rent Max,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,contractrentmax,,Read/Write,Unit Lease_contractrentmax,Multi-Family (MF),,,,,
MF Lease,Market Rent Min,Type * Market Rent Min,Market Rent Min,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,marketrentmin,,Read/Write,Unit Lease_marketrentmin,Multi-Family (MF),,,,,
MF Lease,Market Rent Max,Type * Market Rent Max,Market Rent Max,9/26/2023,1.32.2,float,"$#,###",,Unit Lease,marketrentmax,,Read/Write,Unit Lease_marketrentmax,Multi-Family (MF),,,,,
MF Lease,Unit Height,Type * Unit Height,Storage unit height (top to bottom),9/26/2023,1.32.2,float,"#,###.#",,Unit Lease,unitheight,,Read/Write,Unit Lease_unitheight,Multi-Family (MF),,,,,
MF Lease,Unit Width,Type * Unit Width,Storage unit width (left to right),9/26/2023,1.32.2,float,"#,###.#",,Unit Lease,unitwidth,,,Unit Lease_unitwidth,Multi-Family (MF),,,,,
MF Lease,Unit Depth,Type * Unit Depth,Storage unit depth (front to back),9/26/2023,1.32.2,float,"#,###.#",,Unit Lease,unitdepth,,Read/Write,Unit Lease_unitdepth,Multi-Family (MF),,,,,
MF Lease,Income Target,Type * IncomeTarget,Rents based on a percentage of Area Median Income as defined by HUD,9/26/2023,1.32.2,float,#%,,Unit Lease,incometarget,,Read/Write,Unit Lease_incometarget,Multi-Family (MF),,,,,
MF Lease,Max Gross LIHTC Restricted Rent,Type * Max Gross LIHTC Restricted Rent,"Rent calculation designed to be no more than 30% of maximum household income, adjusted by unit size and updated annually to reflect changes in Area Median Income",9/26/2023,1.32.2,float,"$#,###.##",,Unit Lease,MaxGrossLIHTCRestrictedRent,,,Unit Lease_MaxGrossLIHTCRestrictedRent,Multi-Family (MF),,,,,
MF Lease,LIHTC,Type * LIHTC,LIHTC,,,,,,Unit Lease,lhtc,,,Unit Lease_lhtc,Multi-Family (MF),,,,,
MF Lease,Utility Allowance,Type * Utility Allowance,Schedule of imputed utility costs paid directly by a tenant in subsidized housing,9/26/2023,1.32.2,float,"$#,###.##",,Unit Lease,utilityallowance,,Read/Write,Unit Lease_utilityallowance,Multi-Family (MF),,,,,
MF Lease,Occupancy Type,Type * Occupancy Type,"Reflects a unit's status as Leased, Vacant, Employee, etc.",9/26/2023,1.32.2,Text,DDL,,Unit Lease,occupancytype,,Read/Write,Unit Lease_occupancytype,Multi-Family (MF),,,,,
MF Lease,Affordability Status,Type * Affordability Status,Inclusion of restricted rents under a specific affordable / subsidized program,9/26/2023,1.32.2,Text,DDL,,Unit Lease,affordabilitystatus,,Read/Write,Unit Lease_affordabilitystatus,Multi-Family (MF),,,,,
MF Lease,Tenant Profile,Type * Tenant Profile,"Target tenant base for a property (i.e. family, senior, homeless, transitional)",9/26/2023,1.32.2,Text,DDL,,Unit Lease,tenantprofile,,Read/Write,Unit Lease_tenantprofile,Multi-Family (MF),,,,,
MF Lease,Monthly or Daily Rent,Type * Monthly or Daily Rent,Specifies whether Contract & Market Rents have been entered as monthly or daily amounts,9/26/2023,1.32.2,Text,DDL,,Unit Lease,monthlyordailyrent,,Read/Write,Unit Lease_monthlyordailyrent,Multi-Family (MF),,,,,
MF Lease,Surveyed Unit Count,Surveyed Unit Count,Multi-Family Unit Count Total on Date of Survey,6/1/2018,,int,General,,Unit Lease Summary,mfsurveyedunitcounttotal,,,Unit Lease Summary_mfsurveyedunitcounttotal,Multi-Family (MF),,,,,
MF Lease,Vacant Units,Vacant Units,Multi-Family Vacant Units,6/1/2018,,int,General,Calculate via Button,Unit Lease Summary,mfvacantunitscount,,,Unit Lease Summary_mfvacantunitscount,Multi-Family (MF),,,,,
MF Lease,Vacancy Rate,Vacancy Rate,Vacancy Rate for Multifamily data,9/27/2017,,float,0.##%,Calculate via Button,Unit Lease Summary,vacancyrate,,,Unit Lease Summary_vacancyrate,Multi-Family (MF),,,,,
MF Lease,MF Occupancy,MF Occupancy,Occupancy for Multifamily data,6/26/2020,1.20.0,float,#.##%,Auto-Calculated,Unit Lease Summary,mfoccupancy,,,Unit Lease Summary_mfoccupancy,Multi-Family (MF),,,,,
MF Lease,Utilities Paid By Owner,Utilities Paid By Owner,"Utilities Paid By Owner (W,S,E,T,Hw,G,H,C,I,O)",1/25/2014,,text,@,,Unit Lease Summary,UtilitiesPaidByOwner,,,Unit Lease Summary_UtilitiesPaidByOwner,Multi-Family (MF),,,,,
MF Lease,MF Rent Type,MF Rent Type,"MF Rent Type (Market, LIHTC, Rent Control, Etc.)",1/25/2014,,text,,,Unit Lease Summary,mfrenttype,,,Unit Lease Summary_mfrenttype,Multi-Family (MF),,,,,
MF Lease,MF Rent Concessions,MF Rent Concessions,MF Rent Concessions,1/25/2014,,text,@,,Unit Lease Summary,mfrentconcessions,,,Unit Lease Summary_mfrentconcessions,Multi-Family (MF),,,,,
MF Lease,Monthly Carport Fee,Monthly Carport Fee,Multi-Family Monthly Carport Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,mfcarportfeemonthly,,,Unit Lease Summary_mfcarportfeemonthly,Multi-Family (MF),,,,,
MF Lease,Project Style,Project Style,Multifamily Project Style,1/25/2014,,text,,,Unit Lease Summary,projectstyle,,,Unit Lease Summary_projectstyle,Multi-Family (MF),,,,,
MF Lease,Monthly Garage Fee,Monthly Garage Fee,Multi-Family Monthly Garage Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,mfgaragefeemonthly,,,Unit Lease Summary_mfgaragefeemonthly,Multi-Family (MF),,,,,
MF Lease,Storage Fee,Storage Fee,Multi-Family Storage Fee,1/11/2019,,float,"$#,##0",,Unit Lease Summary,storagefee,,,Unit Lease Summary_storagefee,Multi-Family (MF),,,,,
MF Lease,MF Rent Per Mo Min,MF Rent Per Mo Min,The minimum Rent Per Month for all unit types.,6/26/2020,1.20.0,float,"$#,##0",Auto-Calculated,Unit Lease Summary,mfrentpermomin,,,Unit Lease Summary_mfrentpermomin,Multi-Family (MF),,,,,
MF Lease,MF Rent Per Mo Max,MF Rent Per Mo Max,The maximum Rent Per Month for all unit types.,6/26/2020,1.20.0,float,"$#,##0",Auto-Calculated,Unit Lease Summary,mfrentpermomax,,,Unit Lease Summary_mfrentpermomax,Multi-Family (MF),,,,,
MF Lease,MF Rent Per SF Min,MF Rent Per SF Min,MF Rent Per SF Min (Lowest Rent/SF),1/25/2014,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfrentpersfmin,,,Unit Lease Summary_mfrentpersfmin,Multi-Family (MF),,,,,
MF Lease,MF Rent Per SF Max,MF Rent Per SF Max,MF Rent Per SF Max (Highest Rent/SF),1/25/2014,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfrentpersfmax,,,Unit Lease Summary_mfrentpersfmax,Multi-Family (MF),,,,,
MF Lease,MF Rent Per Sf Per Mo Min,MF Rent Per Sf Per Mo Min,MF Rent Per SF Per Mo Min (Lowest Rent/SF/Mo.),1/25/2014,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfrentpersfpermomin,,,Unit Lease Summary_mfrentpersfpermomin,Multi-Family (MF),,,,,
MF Lease,MF Rent Per Sf Per Mo Max,MF Rent Per Sf Per Mo Max,MF Rent Per SF Per Mo Max (Highest Rent/SF/Mo.),1/25/2014,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfrentpersfpermomax,,,Unit Lease Summary_mfrentpersfpermomax,Multi-Family (MF),,,,,
MF Lease,MF Size SF Min,MF Size SF Min,MF Size SF Min (Smallest Unit Size in SF),1/25/2014,,int,,Auto-Calculated,Unit Lease Summary,mfsizesfmin,,,Unit Lease Summary_mfsizesfmin,Multi-Family (MF),,,,,
MF Lease,MF Size SF Max,MF Size SF Max,MF Size SF Max (Larget Unit Size in SF),1/25/2014,,int,,Auto-Calculated,Unit Lease Summary,mfsizesfmax,,,Unit Lease Summary_mfsizesfmax,Multi-Family (MF),,,,,
MF Lease,MF BR Min,MF BR Min,MF BR Min (min number of bedrooms),1/25/2014,,float,##.#,Auto-Calculated,Unit Lease Summary,mfbrmin,,,Unit Lease Summary_mfbrmin,Multi-Family (MF),,,,,
MF Lease,MF BR Max,MF BR Max,MF BR Max (max number of bedrooms),1/25/2014,,float,##.#,Auto-Calculated,Unit Lease Summary,mfbrmax,,,Unit Lease Summary_mfbrmax,Multi-Family (MF),,,,,
MF Lease,MF Total Rent Per Month,MF Total Rent Per Month,Derived from detail unit data. Rent /Mo. per No. of units per unit type,9/9/2019,,float,"$#,##0",Auto-Calculated,Unit Lease Summary,mftotalrentpermonth,,,Unit Lease Summary_mftotalrentpermonth,Multi-Family (MF),,,,,
MF Lease,MF Total Annual Rent,MF Total Annual Rent,Derived from Total Rent Per Month *12,9/9/2019,,float,"$#,##0",Auto-Calculated,Unit Lease Summary,mftotalannualrent,,,Unit Lease Summary_mftotalannualrent,Multi-Family (MF),,,,,
MF Lease,Average MF Unit Size,Average MF Unit Size,Derived from detail unit data. No. of Units *Unit Size (SF)/Total No. of Units,1/25/2014,,float,General,Auto-Calculated,Unit Lease Summary,avgmfunitsize,,,Unit Lease Summary_avgmfunitsize,Multi-Family (MF),,,,,
MF Lease,MF Weighted Avg Rent/Unit,MF Weighted Avg Rent/Unit,Total Rent Per Month/No. of Multifamily Units,9/9/2019,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfweightedavgrentperunit,,,Unit Lease Summary_mfweightedavgrentperunit,Multi-Family (MF),,,,,
MF Lease,MF Weighted Avg Rent/SF/Mo.,MF Weighted Avg Rent/SF/Mo.,TotalAnnualRent/Multifamily RA,9/9/2019,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfweightedavgrentpersfpermo,,,Unit Lease Summary_mfweightedavgrentpersfpermo,Multi-Family (MF),,,,,
MF Lease,MF Weighted Avg Rent/SF/Year,MF Weighted Avg Rent/SF/Year,Total Annual Rent/No. of Multifamily Units,9/9/2019,,float,"$#,##0.00",Auto-Calculated,Unit Lease Summary,mfweightedavgrentpersfperyear,,,Unit Lease Summary_mfweightedavgrentpersfperyear,Multi-Family (MF),,,,,
MF Lease,Total Market Rent,Total Market Rent,The summation of Market Rent for all unit types.,9/26/2023,1.32.2,float,"$#,###.##",Auto-Calculated,Unit Lease Summary,totalmarketrent,,,Unit Lease Summary_totalmarketrent,Multi-Family (MF),,,,,
MF Lease,Multifamily Project Amenities,Multifamily Project Amenities,Multifamily Project Amenities,1/25/2014,,string,TA,,Unit Lease Summary,projectamenities,,,Unit Lease Summary_projectamenities,Multi-Family (MF),,,,,
MF Lease,Multifamily Unit Amenities,Multifamily Unit Amenities,Multifamily Unit Amenities,1/25/2014,,string,TA,,Unit Lease Summary,mfamenities,,,Unit Lease Summary_mfamenities,Multi-Family (MF),,,,,
MF Lease,MF Lease Comments,MF Lease Comments,MF Lease Comments,1/25/2014,,string,TA,,Unit Lease Summary,mfleasecomments,,,Unit Lease Summary_mfleasecomments,Multi-Family (MF),,,,,
Senior Housing Lease,Medicaid Percentage,Medicaid Percentage,Senior Housing Medicaid Payor %,6/1/2018,,float,,,Unit Lease Summary,shpayormedicaidpercentage,,,Unit Lease Summary_shpayormedicaidpercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Medicare Percentage,Medicare Percentage,Senior Housing Medicare Payor %,6/1/2018,,float,,,Unit Lease Summary,SHPayorMedicarePercentage,,,Unit Lease Summary_SHPayorMedicarePercentage,Multi-Family (MF),,,,,
Senior Housing Lease,VA Percentage,VA Percentage,Senior Housing Veteran Assistance Payor %,6/1/2018,,float,,,Unit Lease Summary,shpayorvapercentage,,,Unit Lease Summary_shpayorvapercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Private Pay Percentage,Private Pay Percentage,Senior Housing Private Pay Payor %,6/1/2018,,float,,,Unit Lease Summary,shpayorprivatepaypercentage,,,Unit Lease Summary_shpayorprivatepaypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Other Percentage,Other Percentage,Senior Housing Other Payor %,6/1/2018,,float,,,Unit Lease Summary,shpayorotherpercentage,,,Unit Lease Summary_shpayorotherpercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Assisted Living Unit Count,Assisted Living Unit Count,Assisted Living Unit Count,6/1/2018,,int,General,,Unit Lease Summary,shalunitcount,,,Unit Lease Summary_shalunitcount,Multi-Family (MF),,,,,
Senior Housing Lease,Assisted Living Occupancy Percentage,Assisted Living Occupancy Percentage,Assisted Living Occupancy Percentage,6/1/2018,,float,,,Unit Lease Summary,shaloccupancypercentage,,,Unit Lease Summary_shaloccupancypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Assisted Living Entry Fee,Assisted Living Entry Fee,Assisted Living Entry Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shalentryfee,,,Unit Lease Summary_shalentryfee,Multi-Family (MF),,,,,
Senior Housing Lease,Assisted Living Community Fee,Assisted Living Community Fee,Assisted Living Community Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shalcommunityfee,,,Unit Lease Summary_shalcommunityfee,Multi-Family (MF),,,,,
Senior Housing Lease,Assisted Living Monthly Second Person Fee,Assisted Living Monthly Second Person Fee,Assisted Living Monthly Second Person Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shalsecondpersonfeemonthly,,,Unit Lease Summary_shalsecondpersonfeemonthly,Multi-Family (MF),,,,,
Senior Housing Lease,Independent Living Unit Count,Independent Living Unit Count,Independent Living Unit Count,6/1/2018,,int,General,,Unit Lease Summary,shilunitcount,,,Unit Lease Summary_shilunitcount,Multi-Family (MF),,,,,
Senior Housing Lease,Independent Living Occupancy Percentage,Independent Living Occupancy Percentage,Independent Living Occupancy Percentage,6/1/2018,,float,,,Unit Lease Summary,shiloccupancypercentage,,,Unit Lease Summary_shiloccupancypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Independent Living Entry Fee,Independent Living Entry Fee,Independent Living Entry Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shilentryfee,,,Unit Lease Summary_shilentryfee,Multi-Family (MF),,,,,
Senior Housing Lease,Independent Living Community Fee,Independent Living Community Fee,Independent Living Community Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shilcommunityfee,,,Unit Lease Summary_shilcommunityfee,Multi-Family (MF),,,,,
Senior Housing Lease,Independent Living Monthly Second Person Fee,Independent Living Monthly Second Person Fee,Independent Living Monthly Second Person Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shilsecondpersonfeemonthly,,,Unit Lease Summary_shilsecondpersonfeemonthly,Multi-Family (MF),,,,,
Senior Housing Lease,Memory Care Unit Count,Memory Care Unit Count,Memory Care Unit Count,6/1/2018,,int,General,,Unit Lease Summary,shmcunitcount,,,Unit Lease Summary_shmcunitcount,Multi-Family (MF),,,,,
Senior Housing Lease,Memory Care Occupancy Percentage,Memory Care Occupancy Percentage,Memory Care Occupancy Percentage,6/1/2018,,float,,,Unit Lease Summary,shmcoccupancypercentage,,,Unit Lease Summary_shmcoccupancypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Memory Care Entry Fee,Memory Care Entry Fee,Memory Care Entry Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shmcentryfee,,,Unit Lease Summary_shmcentryfee,Multi-Family (MF),,,,,
Senior Housing Lease,Memory Care Community Fee,Memory Care Community Fee,Memory Care Community Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shmccommunityfee,,,Unit Lease Summary_shmccommunityfee,Multi-Family (MF),,,,,
Senior Housing Lease,Memory Care Monthly Second Person Fee,Memory Care Monthly Second Person Fee,Memory Care Monthly Second Person Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shmcsecondpersonfeemonthly,,,Unit Lease Summary_shmcsecondpersonfeemonthly,Multi-Family (MF),,,,,
Senior Housing Lease,Skilled Nursing Unit Count,Skilled Nursing Unit Count,Skilled Nursing Unit Count,6/1/2018,,int,General,,Unit Lease Summary,shsnunitcount,,,Unit Lease Summary_shsnunitcount,Multi-Family (MF),,,,,
Senior Housing Lease,Skilled Nursing Occupancy Percentage,Skilled Nursing Occupancy Percentage,Skilled Nursing Occupancy Percentage,6/1/2018,,float,,,Unit Lease Summary,shsnoccupancypercentage,,,Unit Lease Summary_shsnoccupancypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Skilled Nursing Entry Fee,Skilled Nursing Entry Fee,Skilled Nursing Entry Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shsnentryfee,,,Unit Lease Summary_shsnentryfee,Multi-Family (MF),,,,,
Senior Housing Lease,Skilled Nursing Community Fee,Skilled Nursing Community Fee,Skilled Nursing Community Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shsncommunityfee,,,Unit Lease Summary_shsncommunityfee,Multi-Family (MF),,,,,
Senior Housing Lease,Skilled Nursing Monthly Second Person Fee,Skilled Nursing Monthly Second Person Fee,Skilled Nursing Monthly Second Person Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shsnsecondpersonfeemonthly,,,Unit Lease Summary_shsnsecondpersonfeemonthly,Multi-Family (MF),,,,,
Senior Housing Lease,Other Unit Count,Other Unit Count,Other Unit Count,6/1/2018,,int,General,,Unit Lease Summary,shotherunitcount,,,Unit Lease Summary_shotherunitcount,Multi-Family (MF),,,,,
Senior Housing Lease,Other Occupancy Percentage,Other Occupancy Percentage,Other Occupancy Percentage,6/1/2018,,float,,,Unit Lease Summary,shotheroccupancypercentage,,,Unit Lease Summary_shotheroccupancypercentage,Multi-Family (MF),,,,,
Senior Housing Lease,Other Entry Fee,Other Entry Fee,Other Entry Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shotherentryfee,,,Unit Lease Summary_shotherentryfee,Multi-Family (MF),,,,,
Senior Housing Lease,Other Community Fee,Other Community Fee,Other Community Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shothercommunityfee,,,Unit Lease Summary_shothercommunityfee,Multi-Family (MF),,,,,
Senior Housing Lease,Other Monthly Second Person Fee,Other Monthly Second Person Fee,Other Monthly Second Person Fee,6/1/2018,,float,"$#,##0",,Unit Lease Summary,shothersecondpersonfeemonthly,,,Unit Lease Summary_shothersecondpersonfeemonthly,Multi-Family (MF),,,,,
Senior Housing Lease,Care Type Comments,Care Type Comments,Senior Housing Care Type Comments,6/1/2018,,string,TA,,Unit Lease Summary,shcaretypecomments,,,Unit Lease Summary_shcaretypecomments,Multi-Family (MF),,,,,
MF Lease,MF Lease Notes,MF Lease Notes,MF Lease Notes,1/25/2014,,text,,,Unit Lease Summary,mfleasenotes,,,Unit Lease Summary_mfleasenotes,Multi-Family (MF),,,,,
Inc. Exp.,Survey Type + Survey Date,IncExpName,IncExp Name,8/24/2018,,varchar,,,incExp,name,,,incExp_name,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Inc/Exp Survey Date,Inc/Exp Survey Date,Date of Expense data. Suggest using last day of financial period.,3/1/2018,,datetime,MM/dd/yyyy,,incExp,surveydate,,,incExp_surveydate,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Financials Type,Financials Type,The type of instanced income/expense data.,6/26/2020,1.20.0,text,,,incExp,financialstype,financialstypeid,,incExp_financialstype,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Rental Income,Rental Income,Total amount of revenue from leased spaces or units.,1/25/2014,,float,"$#,##0",,incExp,annualrent,,,incExp_annualrent,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Base Rent Abatement,Base Rent Abatement,Rent abatement is a provision that may be included in a commercial or residential property lease. It entitles the tenant to suspend rent payments or pay only a portion of the rent until a landlord completes property repairs.,6/16/2015,,int,,,incExp,baserentabatement,,,incExp_baserentabatement,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Expense Reimbursements,Expense Reimbursements,"Tenant reimbursements, also known as tenant recoveries, are expenses which are paid back to a landlord by a tenant. Common examples of tenant reimbursements include property taxes, property insurance, maintenance and repair costs, and other operational expenses.",6/16/2015,,int,,,incExp,expensereimbursements,,,incExp_expensereimbursements,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Net Parking Income,Net Parking Income,"Total amount of revenue from parking fees, etc.",6/16/2015,,int,,,incExp,netparkingincome,,,incExp_netparkingincome,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Percentage Rent,Percentage Rent,"Percentage rent, or a percentage lease, is a type of lease seen in commercial real estate. It is a rental charge based on the gross income of the tenant rather than a fixed monthly or annual value. In most examples, the percent rent only applies after a certain amount of base rent has been paid.",6/16/2015,,float,,,incExp,percentagerent,,,incExp_percentagerent,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Other Income,Other Income,Other Income,1/25/2014,,float,"$#,##0",,incExp,otherincome,,,incExp_otherincome,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,PGI,PGI,Potential Gross Income,1/25/2014,,float,"$#,##0",Calculate via Button,incExp,pgi,,,incExp_pgi,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,PGI Per SF,PGI Per SF,PGI Per SF,1/25/2014,,float,"$#,###.##",Auto-Calculated,incExp,pgipersf,,,incExp_pgipersf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,PGI Per Unit,PGI Per Unit,PGI Per Unit,1/25/2014,,float,"$#,###.##",Auto-Calculated,incExp,pgiperunit,,,incExp_pgiperunit,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Vacancy Amount,Vacancy Amount,Vacancy Dollar Amount,1/25/2014,,float,"$#,##0",Cross-Calculates,incExp,vacancycost,,,incExp_vacancycost,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Vacancy,Vacancy,Vacancy Percentage,1/25/2014,,float,,Cross-Calculates,incExp,vacancy,,,incExp_vacancy,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Vacancy Per SF,Vacancy  Per SF,Vacancy Dollar Amount Per SF,1/25/2014,,float,"$#,###.##",,incExp,vacancycostpersf,,,incExp_vacancycostpersf,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
Inc. Exp.,Vacancy Per Unit,Vacancy Per Unit,Vacancy Dollar Amount Per Unit,1/25/2014,,float,"$#,##0",Auto-Calculated,incExp,vacancycostperunit,,,incExp_vacancycostperunit,"Retail, Industrial, Multi-Family (MF), Manufactured Housing, Office",,,,,
