Entity,Semantic Concept,Updated ERD Field Names,CoStar Source Fields,GreenST market data,Trepp Fields,Match Type
unit_mix,threebedroomeffectiverent/unit,,Three Bedroom Effective Rent/Unit,,,unmatched
unit_mix,threebedroomvacancy%,,Three Bedroom Vacancy %,,,unmatched
unit_mix,threebedroomvacantunits,,Three Bedroom Vacant Units,,,unmatched
unit_mix,twobedroomaskingrent/sf,,Two Bedroom Asking Rent/SF,,,unmatched
unit_mix,twobedroomaskingrent/unit,,Two Bedroom Asking Rent/Unit,,,unmatched
unit_mix,twobedroomavgsf,,Two Bedroom Avg SF,,,unmatched
unit_mix,twobedroomconcessions%,,Two Bedroom Concessions %,,,unmatched
unit_mix,twobedroomeffectiverent/sf,,Two Bedroom Effective Rent/SF,,,unmatched
unit_mix,twobedroomeffectiverent/unit,,Two Bedroom Effective Rent/Unit,,,unmatched
unit_mix,twobedroomvacancy%,,Two Bedroom Vacancy %,,,unmatched
unit_mix,twobedroomvacantunits,,Two Bedroom Vacant Units,,,unmatched
unit_mix,unitcategory,unit_category,,,,unmatched
unit_mix,unitdepthft,unit_depth_ft,,,,unmatched
unit_mix,unitfloor,unit_floor,,,,unmatched
unit_mix,unitheightft,unit_height_ft,,,,unmatched
unit_mix,unitmixid,unit_mix_id,,,,unmatched
unit_mix,unittype,unit_type,,,,unmatched
unit_mix,unitwidthft,unit_width_ft,,,,unmatched
unit_mix,unityfeemax,community_fee_max,,,,unmatched
unit_mix,unityfeemin,community_fee_min,,,,unmatched
unit_mix,utilityallowance,utility_allowance,,,,unmatched
unit_mix,vacantunits,vacant_units,,,,unmatched
property_source_attribution,ingestion_timestamp,ingestion_timestamp,,,,partial
property_source_attribution,property_id,property_id,,,,partial
property_source_attribution,source_system,source_system,,,,partial
property_source_attribution,attributionid,attribution_id,,,,unmatched
property_source_attribution,fieldname,field_name,,,,unmatched
property_source_attribution,fieldvalue,field_value,,,,unmatched
property_merge_audit_log,ingestion_timestamp,merge_timestamp,,,,partial
property_merge_audit_log,property_id,property_id,,,,partial
property_merge_audit_log,auditlogid,audit_log_id,,,,unmatched
property_merge_audit_log,fieldchanged,field_changed,,,,unmatched
property_merge_audit_log,mergedbyuserorsystem,merged_by_user_or_system,,,,unmatched
property_merge_audit_log,newvalue,new_value,,,,unmatched
property_merge_audit_log,oldvalue,old_value,,,,unmatched
lease_comp_merge_audit_log,ingestion_timestamp,merge_timestamp,,,,partial
lease_comp_merge_audit_log,property_id,lease_comp_id,,,,partial
lease_comp_merge_audit_log,auditlogid,audit_log_id,,,,unmatched
lease_comp_merge_audit_log,fieldchanged,field_changed,,,,unmatched
lease_comp_merge_audit_log,mergedbyuserorsystem,merged_by_user_or_system,,,,unmatched
lease_comp_merge_audit_log,newvalue,new_value,,,,unmatched
lease_comp_merge_audit_log,oldvalue,old_value,,,,unmatched
lease_comp_source_attribution,created_by_user_id,created_by_user_id,,,,partial
lease_comp_source_attribution,date_updated,updated_at,,,,partial
lease_comp_source_attribution,ingestion_timestamp,ingestion_timestamp | created_at,,,,partial
lease_comp_source_attribution,property_id,lease_comp_id,,,,partial
lease_comp_source_attribution,source_system,source_system,,,,partial
lease_comp_source_attribution,updated_by_user_id,updated_by_user_id,,,,partial
lease_comp_source_attribution,attributionid,attribution_id,,,,unmatched
lease_comp_source_attribution,fieldname,field_name,,,,unmatched
lease_comp_source_attribution,fieldvalue,field_value,,,,unmatched
rent_comp_merge_audit_log,ingestion_timestamp,merge_timestamp,,,,partial
rent_comp_merge_audit_log,property_id,rent_comp_id,,,,partial
rent_comp_merge_audit_log,auditlogid,audit_log_id,,,,unmatched
rent_comp_merge_audit_log,fieldchanged,field_changed,,,,unmatched
rent_comp_merge_audit_log,mergedbyuserorsystem,merged_by_user_or_system,,,,unmatched
rent_comp_merge_audit_log,newvalue,new_value,,,,unmatched
rent_comp_merge_audit_log,oldvalue,old_value,,,,unmatched
rent_comp_source_attribution,created_by_user_id,created_by_user_id,,,,partial
rent_comp_source_attribution,date_updated,updated_at,,,,partial
rent_comp_source_attribution,ingestion_timestamp,ingestion_timestamp | created_at,,,,partial
rent_comp_source_attribution,property_id,rent_comp_id,,,,partial
rent_comp_source_attribution,source_system,source_system,,,,partial
rent_comp_source_attribution,updated_by_user_id,updated_by_user_id,,,,partial
rent_comp_source_attribution,attributionid,attribution_id,,,,unmatched
rent_comp_source_attribution,fieldname,field_name,,,,unmatched
rent_comp_source_attribution,fieldvalue,field_value,,,,unmatched
company_contacts,parcel_owner,,Owner Name,,,partial
company_contacts,anyaddress,,Sale Company Address,,,unmatched
company_contacts,anycitystatezip,,Sale Company City State Zip,,,unmatched
company_contacts,anycontact,,Sale Company Contact,,,unmatched
company_contacts,anyfax,,Sale Company Fax,,,unmatched
company_contacts,anyname,,Sale Company Name,,,unmatched
company_contacts,anyphone,,Sale Company Phone,,,unmatched
company_contacts,architectname,,Architect Name,,,unmatched
company_contacts,developername,,Developer Name,,,unmatched
company_contacts,fundname,,Fund Name,,,unmatched
company_contacts,manageraddress,,Property Manager Address,,,unmatched
company_contacts,managercitystatezip,,Property Manager City State Zip,,,unmatched
company_contacts,managercontact,,Property Manager Contact,,,unmatched
company_contacts,managername,,Property Manager Name,,,unmatched
company_contacts,managerphone,,Property Manager Phone,,,unmatched
company_contacts,originator,,Originator,,,unmatched
company_contacts,ownercontact,,Owner Contact,,,unmatched
company_contacts,salescompany,,Sales Company,,,unmatched
company_contacts,salescontact,,Sales Contact,,,unmatched
company_contacts,salescontactphone,,Sales Contact Phone,,,unmatched
property_operations,net_operating_income,,,NOI Index,Income | Net Operating Income,full
property_operations,building_operating_expenses,,,,Total Expenses,partial
property_operations,expense_reimbursements,,,,Expense Reimbursements,partial
property_operations,administrativepayroll,,,,Administrative Payroll,unmatched
property_operations,appreciationreturn,,,Appreciation Return,,unmatched
property_operations,baddebt,,,,Bad Debt,unmatched
property_operations,cableincome,,,,Cable Income,unmatched
property_operations,cleaning/unitturnover,,,,Cleaning/Unit Turnover,unmatched
property_operations,collectionloss,,,,Collection Loss,unmatched
property_operations,concessions,,,,Concessions,unmatched
property_operations,effectivegrossincome,,,,Effective Gross Income,unmatched
property_operations,effectivepotentialgrossincome,,,,Effective Potential Gross Income,unmatched
property_operations,effectiverentalrevenue,,,,Effective Rental Revenue,unmatched
property_operations,electricity,,,,Electricity,unmatched
property_operations,employeetaxandbenefits,,,,Employee Tax and Benefits,unmatched
property_operations,employeeunits,,,,Employee Units,unmatched
property_operations,ercialexpensereimbursements,,,,Commercial Expense Reimbursements,unmatched
property_operations,ercialrentalincome,,,,Commercial Rental Income,unmatched
property_operations,expenseratio,,,,Expense Ratio,unmatched
property_operations,exteriminating/pestcontol,,,,Exteriminating/Pest Contol,unmatched
property_operations,flexexpenseitem,,,,Flex Expense Item,unmatched
property_operations,flexincomeitem,,,,Flex Income Item,unmatched
property_operations,general/administrative,,,,General/Administrative,unmatched
property_operations,groundrent,,,,Ground Rent,unmatched
property_operations,grounds,,,,Grounds,unmatched
property_operations,incomereturn,,,Income Return,,unmatched
property_operations,insurance,,,,Insurance,unmatched
property_operations,laundryincome,,,,Laundry Income,unmatched
property_operations,losstolease,,,,Loss to Lease,unmatched
property_operations,maintenancepayroll,,,,Maintenance Payroll,unmatched
property_operations,management,,,,Management,unmatched
property_operations,modelunits,,,,Model Units,unmatched
property_operations,naturalgas,,,,Natural Gas,unmatched
property_operations,netparkingincome,,,,Net Parking Income,unmatched
property_operations,otheradvertising,,,,Other Advertising,unmatched
property_operations,otherincome,,,,Other Income,unmatched
property_operations,otherrepairsandmaintenance,,,,Other Repairs and Maintenance,unmatched
property_operations,otherrevenue,,,,Other Revenue,unmatched
property_operations,otherutilities,,,,Other Utilities,unmatched
property_operations,physicalvacancy,,,,Physical Vacancy,unmatched
property_operations,realestatetaxes,,,,Real Estate Taxes,unmatched
property_operations,rentalincome,,,,Rental Income,unmatched
property_operations,reserves,,,,Reserves,unmatched
property_operations,security,,,,Security,unmatched
property_operations,totaladvertisingandmarketing,,,,Total Advertising and Marketing,unmatched
property_operations,totalotherrevenue,,,,Total Other Revenue,unmatched
property_operations,totalpayroll,,,,Total Payroll,unmatched
property_operations,totalrepairsandmaintenance,,,,Total Repairs and Maintenance,unmatched
property_operations,totalreturn,,,Total Return,,unmatched
property_operations,totalutilities,,,,Total Utilities,unmatched
property_operations,trash,,,,Trash,unmatched
property_operations,vacancy,,,,Vacancy,unmatched
property_operations,water/sewer,,,,Water/Sewer,unmatched
market_forecast_snapshot,asof,,,As Of,,unmatched
market_forecast_snapshot,forecastscenario,,,Forecast Scenario,,unmatched
market_forecast_snapshot,period,,,Period,,unmatched
market_forecast_snapshot,slice,,,Slice,,unmatched
